permno,ticker,comnam,rtype,ptype,psub,date,caldt,ym,usdret,usdprc,market_equity,assets,sales,net_income,book_equity,debt_at,cash_at,ocf_at,roe,btm,beta
80241,ENNS,EQUITY INNS INC,2.0,5.0,9.0,2007-01-31,2007-01-31,2007m1,0.0338,16.5,902.9625,1088.946,374.286,22.746,311.903,0.5264357,0.0070269783,0.07976061,0.0440850469693443,0.34542189197969875,0.7126106381899857
80241,ENNS,EQUITY INNS INC,2.0,5.0,9.0,2007-02-28,2007-02-28,2007m2,-0.0606,15.5,853.1355,1088.946,374.286,22.746,311.903,0.5264357,0.0070269783,0.07976061,0.0440850469693443,0.3655961041789009,0.7143518429320301
80241,ENNS,EQUITY INNS INC,2.0,5.0,9.0,2007-03-30,2007-03-30,2007m3,0.0729,16.38,901.5879,1088.946,374.286,22.746,311.903,0.5264357,0.0070269783,0.07976061,0.0440850469693443,0.34594852278258076,0.6979829925765851
80241,ENNS,EQUITY INNS INC,2.0,5.0,9.0,2007-04-30,2007-04-30,2007m4,0.044,17.1,941.2182,1137.282,385.628,21.356,298.378,0.5586697,0.006580602,0.08203858,0.0440850469693443,0.3170125427579164,0.698948685975315
80241,ENNS,EQUITY INNS INC,2.0,5.0,9.0,2007-05-31,2007-05-31,2007m5,0.169,19.99,1100.3495,1137.282,385.628,21.356,298.378,0.5586697,0.006580602,0.08203858,0.0440850469693443,0.2711665618266344,0.6854150460854571
80241,ENNS,EQUITY INNS INC,2.0,5.0,9.0,2007-06-29,2007-06-29,2007m6,0.1331,22.4,1233.3215,1137.282,385.628,21.356,298.378,0.5586697,0.006580602,0.08203858,0.0705045278137128,0.2419303972900469,0.7562173458026475
80241,ENNS,EQUITY INNS INC,2.0,5.0,9.0,2007-07-31,2007-07-31,2007m7,-0.0018,22.36,1231.1193,1175.009,399.28,24.681,291.342,0.5775734,0.009539502,0.0814998,0.0705045278137128,0.23664808303342416,0.6799780002811266
80241,ENNS,EQUITY INNS INC,2.0,5.0,9.0,2007-08-31,2007-08-31,2007m8,0.0072,22.52,1239.9287,1175.009,399.28,24.681,291.342,0.5775734,0.009539502,0.0814998,0.0705045278137128,0.23496673538543797,0.6718224507191078
80241,ENNS,EQUITY INNS INC,2.0,5.0,9.0,2007-09-28,2007-09-28,2007m9,0.0138,22.58,1243.2322,1175.009,399.28,24.681,291.342,0.5775734,0.009539502,0.0814998,0.0705045278137128,0.2343423849389741,0.669734080796973
80356,PRME,PRIME RETAIL INC,2.0,9.0,17.0,1994-03-31,1994-03-31,1994m3,,19.125,47.8125,,,,,,,,,,
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1994-04-29,1994-04-29,1994m4,0.0279,19.625,49.0625,190.685,21.8,-3.873,,0.96513623,0.01574324,0.0640323,,,
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1994-05-31,1994-05-31,1994m5,-0.0191,19.25,48.125,190.685,21.8,-3.873,,0.96513623,0.01574324,0.0640323,,,
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1994-06-30,1994-06-30,1994m6,0.013,19.5,56.0625,190.685,21.8,-3.873,,0.96513623,0.01574324,0.0640323,,,
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1994-07-29,1994-07-29,1994m7,-0.0618,18.0,51.75,338.235,25.188,-4.786,146.382,0.4242021,0.034378465,0.0640323,,2.828637754283666,
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1994-08-31,1994-08-31,1994m8,0.0278,18.5,53.1875,338.235,25.188,-4.786,146.382,0.4242021,0.034378465,0.0640323,,2.752188085248972,
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1994-09-30,1994-09-30,1994m9,-0.0135,18.25,52.46875,338.235,25.188,-4.786,146.382,0.4242021,0.034378465,0.0640323,,2.789889291896218,
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1994-10-31,1994-10-31,1994m10,-0.0455,17.125,49.234375,348.331,33.565,0.816,134.013,0.45864996,0.0436223,0.0640323,,2.721939711599492,
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1994-11-30,1994-11-30,1994m11,-0.2263,13.25,38.09375,348.331,33.565,0.816,134.013,0.45864996,0.0436223,0.0640323,,3.517978683859721,
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1994-12-30,1994-12-30,1994m12,0.0,13.25,38.09375,348.331,33.565,0.816,134.013,0.45864996,0.0436223,0.0640323,,3.517978683859721,
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1995-01-31,1995-01-31,1995m1,0.0977,14.25,40.96875,373.898,42.139,6.623,129.451,0.49127033,0.013415423,0.0640323,,3.1597499076325324,
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1995-02-28,1995-02-28,1995m2,-0.0088,14.125,40.609375,373.898,42.139,6.623,129.451,0.49127033,0.013415423,0.0640323,,3.1877122961956523,
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1995-03-31,1995-03-31,1995m3,-0.0973,12.75,36.65625,373.898,42.139,6.623,129.451,0.49127033,0.013415423,0.0640323,,3.5314851908834184,
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1995-04-28,1995-04-28,1995m4,-0.0063,12.375,35.578125,385.93,51.699,12.25,127.558,0.5545695,0.0076671937,0.04753712,,3.5852928915513833,
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1995-05-31,1995-05-31,1995m5,0.0,12.375,35.578125,385.93,51.699,12.25,127.558,0.5545695,0.0076671937,0.04753712,,3.5852928915513833,
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1995-06-30,1995-06-30,1995m6,-0.0101,12.25,35.21875,385.93,51.699,12.25,127.558,0.5545695,0.0076671937,0.04753712,0.0960347449787547,3.6218775128937444,
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1995-07-31,1995-07-31,1995m7,0.0408,12.75,36.65625,396.629,61.347,18.72,126.082,0.5886584,0.0049391245,0.07195894,0.0960347449787547,3.439577172580989,
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1995-08-31,1995-08-31,1995m8,0.0231,12.75,36.65625,396.629,61.347,18.72,126.082,0.5886584,0.0049391245,0.07195894,0.0960347449787547,3.439577172580989,
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1995-09-29,1995-09-29,1995m9,-0.049,12.125,34.859375,396.629,61.347,18.72,126.082,0.5886584,0.0049391245,0.07195894,0.0960347449787547,3.616874964982071,
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1995-10-31,1995-10-31,1995m10,0.0501,12.4375,35.757812,421.975,67.266,18.55,124.456,0.5935233,0.0071260147,0.060515434,0.0960347449787547,3.48052614464988,
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1995-11-30,1995-11-30,1995m11,0.005,12.5,35.9375,421.975,67.266,18.55,124.456,0.5935233,0.0071260147,0.060515434,0.0960347449787547,3.46312351392663,0.7686149367319437
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1995-12-29,1995-12-29,1995m12,-0.05,11.875,34.140625,421.975,67.266,18.55,124.456,0.5935233,0.0071260147,0.060515434,0.0960347449787547,3.6453931725543476,0.7758490602554101
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1996-01-31,1996-01-31,1996m1,0.0143,11.75,33.78125,437.184,73.103,18.324,122.893,0.6259927,0.0060500843,0.050953373,0.0960347449787547,3.6379055760725025,0.7916407427815134
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1996-02-29,1996-02-29,1996m2,-0.0426,11.25,32.34375,437.184,73.103,18.324,122.893,0.6259927,0.0060500843,0.050953373,0.0960347449787547,3.799590268342391,0.7320139785425464
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1996-03-29,1996-03-29,1996m3,0.0222,11.5,33.0625,437.184,73.103,18.324,122.893,0.6259927,0.0060500843,0.050953373,0.0960347449787547,3.7169904799001654,0.7525833569437335
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1996-04-30,1996-04-30,1996m4,0.0039,11.25,32.34375,463.724,77.398,18.17,121.391,0.6597761,0.032189406,0.07849281,0.0960347449787547,3.7531516549667874,0.7100334581125791
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1996-05-31,1996-05-31,1996m5,0.0444,11.75,33.78125,463.724,77.398,18.17,121.391,0.6597761,0.032189406,0.07849281,0.0960347449787547,3.593443073904371,0.7645004024963716
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1996-06-28,1996-06-28,1996m6,-0.0249,11.3125,108.70181,463.724,77.398,18.17,121.391,0.6597761,0.032189406,0.07849281,0.1496816073679268,1.1167338984373607,0.7145121573806359
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1996-07-31,1996-07-31,1996m7,0.0537,11.625,111.70463,455.706,81.255,18.096,119.841,0.6715295,0.0056812945,0.08313474,0.1496816073679268,1.0728383307134217,0.3136251119696954
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1996-08-30,1996-08-30,1996m8,0.0,11.625,111.70463,455.706,81.255,18.096,119.841,0.6715295,0.0056812945,0.08313474,0.1496816073679268,1.0728383307134217,0.3111789550405464
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1996-09-30,1996-09-30,1996m9,0.0323,12.0,160.86,455.706,81.255,18.096,119.841,0.6715295,0.0056812945,0.08313474,0.1496816073679268,0.7450018862238514,0.3279090083190512
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1996-10-31,1996-10-31,1996m10,-0.0067,11.625,155.83313,460.792,82.615,14.681,110.635,0.6918024,0.008767514,0.084843054,0.1496816073679268,0.7099581821017223,0.3165233440047444
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1996-11-29,1996-11-29,1996m11,0.0645,12.375,165.88687,460.792,82.615,14.681,110.635,0.6918024,0.008767514,0.084843054,0.1496816073679268,0.6669304134894968,0.3410922956048143
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1996-12-31,1996-12-31,1996m12,0.0101,12.5,167.5625,460.792,82.615,14.681,110.635,0.6918024,0.008767514,0.084843054,0.1496816073679268,0.6602611093546018,0.3320705453541936
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1997-01-31,1997-01-31,1997m1,0.0536,12.875,172.58937,486.073,84.441,12.524,145.076,0.6473678,0.019754235,0.085606486,0.1496816073679268,0.8405847928258637,0.3882022787898581
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1997-02-28,1997-02-28,1997m2,0.0,12.875,172.58937,486.073,84.441,12.524,145.076,0.6473678,0.019754235,0.085606486,0.1496816073679268,0.8405847928258637,0.3806610372940734
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1997-03-31,1997-03-31,1997m3,0.0097,13.0,205.335,486.073,84.441,12.524,145.076,0.6473678,0.019754235,0.085606486,0.1496816073679268,0.7065332458096296,0.3266078969363274
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1997-04-30,1997-04-30,1997m4,-0.0446,12.125,191.51437,666.803,89.04,9.078,11.559,0.7491313,0.0058847964,0.06777264,0.1496816073679268,0.060355782772226835,0.3518115576050728
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1997-05-30,1997-05-30,1997m5,0.0412,12.625,199.41188,666.803,89.04,9.078,11.559,0.7491313,0.0058847964,0.06777264,0.1496816073679268,0.05796545474164359,0.3790049485708362
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1997-06-30,1997-06-30,1997m6,0.0644,13.4375,212.24532,666.803,89.04,9.078,11.559,0.7491313,0.0058847964,0.06777264,0.0579269607209071,0.054460566780520955,0.4142605493292999
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1997-07-31,1997-07-31,1997m7,0.0545,13.875,219.15562,725.81,98.071,5.446,165.034,0.73629326,0.027668398,0.059144955,0.0579269607209071,0.7530447670783319,0.4426599689220634
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1997-08-29,1997-08-29,1997m8,0.0405,14.4375,228.04031,725.81,98.071,5.446,165.034,0.73629326,0.027668398,0.059144955,0.0579269607209071,0.7237053605687864,0.4517319592159369
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1997-09-30,1997-09-30,1997m9,0.0823,15.625,246.79688,725.81,98.071,5.446,165.034,0.73629326,0.027668398,0.059144955,0.0579269607209071,0.6687037531655587,0.5128569284796324
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1997-10-31,1997-10-31,1997m10,-0.0251,14.9375,235.9378,717.552,109.134,5.314,158.016,0.74480873,0.0013727228,0.058341417,0.0579269607209071,0.6697358290957562,0.5185462275734678
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1997-11-28,1997-11-28,1997m11,-0.0335,14.4375,228.04031,717.552,109.134,5.314,158.016,0.74480873,0.0013727228,0.058341417,0.0579269607209071,0.6929301435233148,0.5297608493174051
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1997-12-31,1997-12-31,1997m12,-0.0173,14.1875,387.2478,717.552,109.134,5.314,158.016,0.74480873,0.0013727228,0.058341417,0.0579269607209071,0.4080488032962783,0.5297495866268468
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1998-01-30,1998-01-30,1998m1,0.0648,14.8125,404.3072,768.577,118.852,4.5,301.973,0.55754983,0.030936392,0.06303337,0.0579269607209071,0.7468899917673598,0.5317016393964193
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1998-02-27,1998-02-27,1998m2,-0.0169,14.5625,397.48343,768.577,118.852,4.5,301.973,0.55754983,0.030936392,0.06303337,0.0579269607209071,0.7597121375487736,0.496677618766687
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1998-03-31,1998-03-31,1998m3,0.0258,14.9375,407.71906,768.577,118.852,4.5,301.973,0.55754983,0.030936392,0.06303337,0.0579269607209071,0.7406398663132395,0.5002195494068915
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1998-04-30,1998-04-30,1998m4,-0.0305,14.1875,387.2478,904.183,129.13,7.966,162.483,0.569868,0.007048352,0.055838253,0.0579269607209071,0.4195840401525428,0.4953083642998458
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1998-05-29,1998-05-29,1998m5,-0.0705,13.1875,359.95282,904.183,129.13,7.966,162.483,0.569868,0.007048352,0.055838253,0.0579269607209071,0.4514008394058162,0.5345562818592332
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1998-06-30,1998-06-30,1998m6,-0.0345,11.9375,360.42892,904.183,129.13,7.966,162.483,0.569868,0.007048352,0.055838253,0.0171438193700481,0.4508045409339098,0.5426753060252223
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1998-07-31,1998-07-31,1998m7,0.0457,12.1875,508.57217,901.317,136.869,9.054,322.713,0.5833397,0.000580262,0.07667668,0.0171438193700481,0.6345471117515888,0.4715855899718547
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1998-08-31,1998-08-31,1998m8,-0.2308,9.375,395.09064,901.317,136.869,9.054,322.713,0.5833397,0.000580262,0.07667668,0.0171438193700481,0.8168075683782993,0.7150956641238783
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1998-09-30,1998-09-30,1998m9,0.0467,9.8125,413.5282,901.317,136.869,9.054,322.713,0.5833397,0.000580262,0.07667668,0.0171438193700481,0.7803893965397765,0.7223601043852312
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1998-10-30,1998-10-30,1998m10,0.0173,9.6875,408.2603,1933.862,150.762,3.06,636.776,0.595768,0.009688903,0.027097072,0.0171438193700481,1.5597303521305723,0.7219857430621871
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1998-11-30,1998-11-30,1998m11,0.0903,10.5625,451.40958,1933.862,150.762,3.06,636.776,0.595768,0.009688903,0.027097072,0.0171438193700481,1.4106391487366032,0.7465776554201689
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1998-12-31,1998-12-31,1998m12,-0.071,9.8125,419.3568,1933.862,150.762,3.06,636.776,0.595768,0.009688903,0.027097072,0.0171438193700481,1.51845870150628,0.7410321739402047
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1999-01-29,1999-01-29,1999m1,-0.0527,9.0,384.633,1953.121,192.73,11.867,617.625,0.60404706,0.0070441104,0.03504545,0.0171438193700481,1.6057514565832884,0.7006411896373825
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1999-02-26,1999-02-26,1999m2,-0.1111,8.0,341.896,1953.121,192.73,11.867,617.625,0.60404706,0.0070441104,0.03504545,0.0171438193700481,1.8064703886561997,0.7303644897294126
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1999-03-31,1999-03-31,1999m3,0.0938,8.75,373.94876,1953.121,192.73,11.867,617.625,0.60404706,0.0070441104,0.03504545,0.0171438193700481,1.6516300696285253,0.720165711319528
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1999-04-30,1999-04-30,1999m4,0.0194,8.625,371.151,1976.464,232.975,17.53,330.531,0.6160026,0.0029168252,0.031032693,0.0171438193700481,0.8905566894858832,0.7109037230956511
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1999-05-28,1999-05-28,1999m5,0.0362,8.9375,386.25192,1976.464,232.975,17.53,330.531,0.6160026,0.0029168252,0.031032693,0.0171438193700481,0.8557394119463155,0.7132627382541717
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1999-06-30,1999-06-30,1999m6,-0.028,8.6875,375.4477,1976.464,232.975,17.53,330.531,0.6160026,0.0029168252,0.031032693,0.0272378800756383,0.8803650065346987,0.7183904244718864
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1999-07-30,1999-07-30,1999m7,-0.002,8.375,361.94238,1972.468,272.251,24.838,588.494,0.641579,0.0001673031,0.029576145,0.0272378800756383,1.6259329086700265,0.719914029123206
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1999-08-31,1999-08-31,1999m8,-0.1045,7.5,324.555,1972.468,272.251,24.838,588.494,0.641579,0.0001673031,0.029576145,0.0272378800756383,1.8132335615063317,0.7409353516347987
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1999-09-30,1999-09-30,1999m9,-0.0167,7.375,319.14575,1972.468,272.251,24.838,588.494,0.641579,0.0001673031,0.029576145,0.0272378800756383,1.8439663337352525,0.7394240958615603
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1999-10-29,1999-10-29,1999m10,0.0763,7.9375,343.48737,1981.797,302.719,37.064,581.921,0.65043294,0.0008103756,0.047049724,0.0272378800756383,1.6941554853589962,0.7269218469853169
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1999-11-30,1999-11-30,1999m11,-0.1597,6.375,276.471,1981.797,302.719,37.064,581.921,0.65043294,0.0008103756,0.047049724,0.0272378800756383,2.104817577640376,0.5264410042450749
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,1999-12-31,1999-12-31,1999m12,-0.1176,5.625,243.945,1981.797,302.719,37.064,581.921,0.65043294,0.0008103756,0.047049724,0.0272378800756383,2.38545992132576,0.452810750518767
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,2000-01-31,2000-01-31,2000m1,-0.5889,2.3125,100.2885,2001.827,306.104,33.236,570.093,0.66114306,0.0016904557,0.042937778,0.0272378800756383,5.684530305848876,0.2961171255378575
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,2000-02-29,2000-02-29,2000m2,0.0,2.3125,100.2885,2001.827,306.104,33.236,570.093,0.66114306,0.0016904557,0.042937778,0.0272378800756383,5.684530305848876,0.2842316633003978
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,2000-03-31,2000-03-31,2000m3,-0.0541,2.1875,94.8675,2001.827,306.104,33.236,570.093,0.66114306,0.0016904557,0.042937778,0.0272378800756383,6.0093606090402405,0.2895177274808379
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,2000-04-28,2000-04-28,2000m4,-0.2571,1.625,70.52175,1856.058,305.956,-31.311,243.484,0.67921907,0.003956234,0.05507425,0.0272378800756383,3.4526085006437506,0.4277265676094056
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,2000-05-31,2000-05-31,2000m5,-0.0385,1.5625,67.80937,1856.058,305.956,-31.311,243.484,0.67921907,0.003956234,0.05507425,0.0272378800756383,3.590712840669501,0.4232803011062219
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,2000-06-30,2000-06-30,2000m6,-0.2,1.25,54.4725,1856.058,305.956,-31.311,243.484,0.67921907,0.003956234,0.05507425,-0.0701368947171285,4.469851641291908,0.3448480041255829
80356,PRT,PRIME RETAIL INC,2.0,9.0,17.0,2000-07-31,2000-07-31,2000m7,-0.05,1.1875,51.748875,1808.493,297.982,-52.328,484.867,0.67733246,0.00042908653,0.049434528,-0.0701368947171285,9.369614400207373,0.3368559267592746
80364,SHU,SHURGARD STORAGE CENTERS INC,2.0,10.0,16.0,1994-03-31,1994-03-31,1994m3,,22.0,369.072,,,,,,,,,,
80364,SHU,SHURGARD STORAGE CENTERS INC,2.0,10.0,16.0,1994-04-29,1994-04-29,1994m4,0.0341,22.75,381.654,,,,,,,,,,
80364,SHU,SHURGARD STORAGE CENTERS INC,2.0,10.0,16.0,1994-05-31,1994-05-31,1994m5,0.0116,22.875,383.751,,,,,,,,,,
80364,SHU,SHURGARD STORAGE CENTERS INC,2.0,10.0,16.0,1994-06-30,1994-06-30,1994m6,-0.071,21.25,357.61624,,,,,,,,,,
80364,SHUR,SHURGARD STORAGE CENTERS INC,2.0,10.0,16.0,1994-07-29,1994-07-29,1994m7,0.0471,22.25,374.44525,,,,,,,,,,
80364,SHUR,SHURGARD STORAGE CENTERS INC,2.0,10.0,16.0,1994-08-31,1994-08-31,1994m8,-0.0139,21.5,361.8235,,,,,,,,,,
80364,SHUR,SHURGARD STORAGE CENTERS INC,2.0,10.0,16.0,1994-09-30,1994-09-30,1994m9,0.0698,23.0,387.067,,,,,,,,,,
80364,SHUR,SHURGARD STORAGE CENTERS INC,2.0,10.0,16.0,1994-10-31,1994-10-31,1994m10,-0.0761,21.25,357.61624,,,,,,,,,,
80364,SHUR,SHURGARD STORAGE CENTERS INC,2.0,10.0,16.0,1994-11-30,1994-11-30,1994m11,-0.0734,19.25,323.95825,,,,,,,,,,
80364,SHUR,SHURGARD STORAGE CENTERS INC,2.0,10.0,16.0,1994-12-30,1994-12-30,1994m12,0.0779,20.75,349.20175,,,,,,,,,,
80364,SHUR,SHURGARD STORAGE CENTERS INC,2.0,10.0,16.0,1995-01-31,1995-01-31,1995m1,0.0904,22.625,380.75613,,,,,,,,,,
80364,SHUR,SHURGARD STORAGE CENTERS INC,2.0,10.0,16.0,1995-02-28,1995-02-28,1995m2,0.0029,22.25,374.44525,,,,,,,,,,
80364,SHUR,SHURGARD STORAGE CENTERS INC,2.0,10.0,16.0,1995-03-31,1995-03-31,1995m3,0.0881,23.75,399.68875,,,,,,,,,,
80364,SHUR,SHURGARD STORAGE CENTERS INC,2.0,10.0,16.0,1995-04-28,1995-04-28,1995m4,-0.0316,23.0,387.067,494.59,67.666,19.001,316.845,0.3379304,0.026611941,0.059259184,,0.8185792155381449,
80364,SHUR,SHURGARD STORAGE CENTERS INC,2.0,10.0,16.0,1995-05-31,1995-05-31,1995m5,0.0146,22.875,417.49164,494.59,67.666,19.001,316.845,0.3379304,0.026611941,0.059259184,,0.7589254065173239,
80364,SHUR,SHURGARD STORAGE CENTERS INC,2.0,10.0,16.0,1995-06-30,1995-06-30,1995m6,0.0055,23.0,523.273,494.59,67.666,19.001,316.845,0.3379304,0.026611941,0.059259184,0.0562451671953163,0.6055061148209503,
80364,SHUR,SHURGARD STORAGE CENTERS INC,2.0,10.0,16.0,1995-07-31,1995-07-31,1995m7,0.0272,23.625,537.4924,536.467,83.027,22.125,335.794,0.33812332,0.012733309,0.06494714,0.0562451671953163,0.6247418976830253,
80364,SHUR,SHURGARD STORAGE CENTERS INC,2.0,10.0,16.0,1995-08-31,1995-08-31,1995m8,0.0265,24.25,561.8967,536.467,83.027,22.125,335.794,0.33812332,0.012733309,0.06494714,0.0562451671953163,0.597608023800914,
80364,SHUR,SHURGARD STORAGE CENTERS INC,2.0,10.0,16.0,1995-09-29,1995-09-29,1995m9,0.0258,24.875,576.3786,536.467,83.027,22.125,335.794,0.33812332,0.012733309,0.06494714,0.0562451671953163,0.5825927468209916,
80364,SHUR,SHURGARD STORAGE CENTERS INC,2.0,10.0,16.0,1995-10-31,1995-10-31,1995m10,0.0251,25.5,590.8605,585.901,88.01,23.2,439.376,0.22596139,0.011967892,0.064867616,0.0562451671953163,0.7436205450864936,
80364,SHUR,SHURGARD STORAGE CENTERS INC,2.0,10.0,16.0,1995-11-30,1995-11-30,1995m11,0.0269,25.625,594.34625,585.901,88.01,23.2,439.376,0.22596139,0.011967892,0.064867616,0.0562451671953163,0.73925932413989,0.5107997334166297
80364,SHUR,SHURGARD STORAGE CENTERS INC,2.0,10.0,16.0,1995-12-29,1995-12-29,1995m12,0.0716,27.0,626.238,585.901,88.01,23.2,439.376,0.22596139,0.011967892,0.064867616,0.0562451671953163,0.7016118585586919,0.4993549870205491
80364,SHUR,SHURGARD STORAGE CENTERS INC,2.0,10.0,16.0,1996-01-31,1996-01-31,1996m1,0.0,27.0,626.238,596.971,93.442,26.417,449.863,0.22092699,0.024569033,0.07373557,0.0562451671953163,0.7183578872438224,0.4531347589195281
80364,SHUR,SHURGARD STORAGE CENTERS INC,2.0,10.0,16.0,1996-02-29,1996-02-29,1996m2,-0.0093,26.75,620.4395,596.971,93.442,26.417,449.863,0.22092699,0.024569033,0.07373557,0.0562451671953163,0.7250715123582506,0.4065179744809905
80364,SHUR,SHURGARD STORAGE CENTERS INC,2.0,10.0,16.0,1996-03-29,1996-03-29,1996m3,-0.0187,26.25,609.02625,596.971,93.442,26.417,449.863,0.22092699,0.024569033,0.07373557,0.0562451671953163,0.7386594692622803,0.3781559396353808
80364,SHUR,SHURGARD STORAGE CENTERS INC,2.0,10.0,16.0,1996-04-30,1996-04-30,1996m4,-0.0238,25.625,594.52563,610.394,97.897,29.572,434.496,0.23401278,0.00931038,0.07628679,0.0562451671953163,0.7308280483238475,0.2389958624579821
80364,SHUR,SHURGARD STORAGE CENTERS INC,2.0,10.0,16.0,1996-05-31,1996-05-31,1996m5,-0.0256,24.5,568.4245,610.394,97.897,29.572,434.496,0.23401278,0.00931038,0.07628679,0.0562451671953163,0.7643864791142283,0.1196535160410071
80364,SHUR,SHURGARD STORAGE CENTERS INC,2.0,10.0,16.0,1996-06-28,1996-06-28,1996m6,0.0306,25.25,585.82526,610.394,97.897,29.572,434.496,0.23401278,0.00931038,0.07628679,0.0680604654588304,0.7416819302296472,0.0646236344705936
80364,SHUR,SHURGARD STORAGE CENTERS INC,2.0,10.0,16.0,1996-07-31,1996-07-31,1996m7,-0.0644,23.625,548.1236,617.928,101.209,31.531,441.827,0.25449568,0.01921745,0.07824374,0.0680604654588304,0.8060717978532842,0.2802530835129373
80364,SHUR,SHURGARD STORAGE CENTERS INC,2.0,10.0,16.0,1996-08-30,1996-08-30,1996m8,0.0728,24.875,577.1249,617.928,101.209,31.531,441.827,0.25449568,0.01921745,0.07824374,0.0680604654588304,0.7655656773581444,0.336396257129711
80364,SHUR,SHURGARD STORAGE CENTERS INC,2.0,10.0,16.0,1996-09-30,1996-09-30,1996m9,0.0402,25.875,600.32587,617.928,101.209,31.531,441.827,0.25449568,0.01921745,0.07824374,0.0680604654588304,0.7359785980399552,0.3473308088002235
